,name,business_status,rating,price_level,types,vicinity,Latitude,Longitude
115,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown",40.6242191,-75.44910829999999
116,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales",40.2387369,-75.23537209999999
117,Perkins Restaurant & Bakery,OPERATIONAL,4.2,2.0,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","3400 Lehigh St, Allentown",40.5527009,-75.4918738
118,The Clean Plate Kitchen,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","49 Main St, Clinton",40.6360462,-74.91163329999999
119,Perkins Restaurant & Bakery,OPERATIONAL,4.3,2.0,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","3940 Nazareth Pike, Bethlehem",40.6774729,-75.3422964
120,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown",40.6364993,-75.4352466
121,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont",40.2664601,-75.2243623
122,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown",40.5189609,-75.7765163
123,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown",40.3337693,-75.1286138
124,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem",40.64004120000001,-75.3468082
125,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem",40.6099948,-75.38277529999999
126,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville",40.3777191,-75.3142161
127,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown",40.599963,-75.479129
128,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown",40.4271,-75.34836670000001
129,Cracker Barrel Old Country Store,OPERATIONAL,4.3,2.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","14 Frontage Rd, Clinton",40.6288002,-74.9187307
130,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton",40.7205911,-74.97368209999999
131,California Tortilla,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1836 E Ridge Pike Ste 100, Royersford",40.213036,-75.49785
132,Sonic Drive-In,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1753 Airport Rd, Allentown",40.6359803,-75.43649839999999
133,California Tortilla,CLOSED_TEMPORARILY,4.1,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","274 S Main St, Doylestown",40.304203,-75.12903
134,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall",40.6455534,-75.4924867
135,Aladdin,OPERATIONAL,4.5,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","651 Union Blvd, Allentown",40.6242191,-75.44910829999999
136,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales",40.2387369,-75.23537209999999
137,Perkins Restaurant & Bakery,OPERATIONAL,4.2,2.0,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","3400 Lehigh St, Allentown",40.5527009,-75.4918738
138,The Clean Plate Kitchen,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","49 Main St, Clinton",40.6360462,-74.91163329999999
139,Perkins Restaurant & Bakery,OPERATIONAL,4.3,2.0,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","3940 Nazareth Pike, Bethlehem",40.6774729,-75.3422964
140,Cancun,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","110 Lincoln Hwy, Fairless Hills",40.1801464,-74.8678572
141,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","105 S 12th St Unit 1-01, Philadelphia",39.95023200000001,-75.160071
142,Tai's Vietnamese Food,OPERATIONAL,4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1835 N 12th St, Philadelphia",39.9808625,-75.15330999999999
143,QDOBA Mexican Eats,OPERATIONAL,4.1,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","100 Welsh Rd Unit M, Horsham",40.1583703,-75.14242229999999
144,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown",40.3337693,-75.1286138
145,El Vez,OPERATIONAL,4.5,2.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","121 S 13th St, Philadelphia",39.94970199999999,-75.1617703
146,Blue Bay,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","7642 City Ave, Philadelphia",39.9776774,-75.2723051
147,Yard House,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd, King of Prussia",40.0878425,-75.3951177
148,Slices Pizza,OPERATIONAL,4.5,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","4249 Ridge Ave, Philadelphia",40.009654,-75.195503
149,Baja Fresh,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","551 E Street Rd, Trevose",40.1402931,-74.9895172
150,The Tasty,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1401 S 12th St, Philadelphia",39.9323427,-75.1640184
151,California Tortilla,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1836 E Ridge Pike Ste 100, Royersford",40.213036,-75.49785
